Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
4014:16	sean connery	connery	has	connery	whereas, uh, sean connery has maintained the, uh, how would you, uh, ruddy look,	###speakerb43.###speakera44.###speakerb45.###yeah,###speakera46.###speakerb47.###yeah,###yeah,###he does.###speakera48.
4034:14	the man	man	is	man	i mean the man is sixty-two years old.	###and he still comes off *-1 great.###speakera52.###well, you know he was, when was it *t*-1, last year or year before last, he was voted *-2 the sexiest actor in movies, or something.###speakerb53.###he is *?*.###speakera54.###speakerb55.###yeah,###he had my vote double.###speakera56.
4246:31	my husband	husband	is	husband	well, uh, my, my husband is right now teaching an aerobics class.	###speakerb137.###you too.###speakera138.###good night!###speakerb139.###bye-bye.###speakera1.###uh, well how is it *exp*-1 appropriate * to be talking about exercise attitudes *t*-2?.###speakerb2.###we, uh,
4298:23	my mother	mother	stands	mother	that's the way 0 my mother stands on it *t*-1.	###but, it's not a, a structured sort of thing,###and i have *-1 to admit 0 i have a certain resistance to the idea of exercising for exercising's sake,###speakerb18.###uh-huh.###speakera19.###and perhaps, it's because somehow that implies to me 0 it's not fun, or something like that.###speakerb20.###yeah,###well i, i've,###my,
4449:12	the remarkable thing	thing	is	thing	but, the remarkable thing is how well the fads catch on elsewhere *t*-1.	###uh, there's an assumption that you do something for your physical fitness, and, and, at least in urban california.###and, maybe not,###i don't know about rural california too well.###but, in urban california it's just, you know,###for all 0 i know *t*-1 aerobics started out here.###i don't know where they actually started *t*-1,###but they, you know, the craze really picked up big here###and before that there was the running craze.###and, they,###california gets, you know, tends *-1 to be a bit faddish,
4477:76	berkeley	berkeley	puts	berkeley	and, uh, oh the, the, the uni-, university of california at berkeley puts out the wellness letter. which *t*-1 is, uh, turned into a fairly well subscribed to, uh, newsletter, monthly or biweekly newsletter or something like that	###it's curious, 0 i don't know why, don't know if it's,###do you,###does california have a,###speakera83.###well, there's a sense of it being a package,###speakerb84.###speakera85.###i think. 0 there, there is a sense of, you know, whole,###there's a lot of, you know,###you'll get organizations, like institutes for the whole health, or whatever.
4586:17	exercise	exercise	is	exercise	and an awful lot of exercise is sort of image conscious.	###like i know a little bit about people who *t*-1 were considered *-2 very healthy in china###and they don't do very much vigorous exercise at all.###but, they do a lot of low keyed, low impact, low stress exercise,###and they combine it with a, you know, meditation or whatever. some sort of relaxation###speakerb118.###uh-huh.###speakera119.###and, they seem pretty, you know,###they don't have the hard body.###they don't have that perfect look,
4715:17	saint joe	joe	is	joe	you know where saint joe is *t*-1?	###speakerb8.###well, you live almost in oklahoma.###speakera9.###not too far.###speakerb10.###yeah.###that's kind of ironic, because i don't live too far from oklahoma either.###speakera11.###huh-uh.###speakerb12.
4750:4	murder	murder	is	murder	murder is nothing to them, you know.	###and they were intending *-1 to kill people,###speakera23.###huh-uh.###speakerb24.###i mean, that was their job, as they killed in washington d c.###speakera25.###oh, i know,###i know.###i know.###um, i think 0 nowadays people just, really just,
4753:72	a guy	guy	is	guy	and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted *-1, or a gal is convicted *-2, of a crime, rather than * put them in prison, because prison's proven *-3 not to work, just let them go.	###speakerb24.###i mean, that was their job, as they killed in washington d c.###speakera25.###oh, i know,###i know.###i know.###um, i think 0 nowadays people just, really just,###murder is nothing to them, you know.###speakerb26.###well, i formulated a pretty radical theory over the last ten years, i guess 0 *t*-1.
4753:91	a gal	gal	is	gal	and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted *-1, or a gal is convicted *-2, of a crime, rather than * put them in prison, because prison's proven *-3 not to work, just let them go.	###speakerb24.###i mean, that was their job, as they killed in washington d c.###speakera25.###oh, i know,###i know.###i know.###um, i think 0 nowadays people just, really just,###murder is nothing to them, you know.###speakerb26.###well, i formulated a pretty radical theory over the last ten years, i guess 0 *t*-1.
4774:8	someone	someone	is	someone	if someone is known *-1 to have been in prison, they can't get a job.	###yeah,###because, uh, most likely that will happen, won't it *?*, that, you know,###speakerb32.###well, i think that the best hope to eliminate crime, as we know it today is * to eliminate the criminals from society.###speakera33.###huh-uh.###speakerb34.###speakera35.###huh-uh.###speakerb36.
4854:4	turkey	turkey	has	turkey	turkey has the death penalty, for just about everything.	###speakerb64.###but, you know, * putting them in prison, my god, that doesn't work.###speakera65.###no,###apparently not,###because * look how many years they've been doing that *t*-1###and * look,###i mean, yeah.###speakerb66.###well, you look at places like turkey.
4887:17	a parent	parent	has	parent	and then, if a parent has proved *-1 to be unfit, for any reason * take the kids away from the parents.	###i know.###yeah.###speakerb76.###one, you need *-1 to make it illegal for both parents to work while the kids are under seven.### i, i think 0 that's very important.###speakera77.###oh, i'm, i agree very much so on that,###i,###yeah.###speakerb78.
4898:20	our society	society	becomes	society	because that's what our society becomes *t*-1.	###speakera79.###huh-uh.###speakerb80.###speakera81.###yeah.###speakerb82.###because, you know, we are what we teach *t*-1.###speakera83.###huh-uh.###speakerb84.
5013:20	her preference	preference	is	preference	but, you know, her preference is *-1 to be in an office situation where her job is...	###speakera119.###huh-uh.###speakerb120.###well, she could type about one-hundred and five words per minute,###but she don't like it.###she just doesn't like *-1 to do that.###i mean, she will.###speakera121.###yeah.###speakerb122.
5013:54	her job	job	is	job	but, you know, her preference is *-1 to be in an office situation where her job is...	###speakera119.###huh-uh.###speakerb120.###well, she could type about one-hundred and five words per minute,###but she don't like it.###she just doesn't like *-1 to do that.###i mean, she will.###speakera121.###yeah.###speakerb122.
5035:6	my husband	husband	is	husband	my husband is even interested in it now.	###speakerb6.###that's my case also.###i've got a new born###and there's just no time.###speakera7.###uh-huh.###speakerb8.###have you been cross-stitching long?###speakera9.###oh, several years.
5208:41	the child	child	is	child	and i think 0 the other one is going. the child is going *-1 to be in high school before i get finished.	###oh, wow.###no,###i just started about, well, five years ago, i think 0 *t*-1.###speakerb70.###but it is peaceful,###i mean it is relaxing 0 * to do *t*-2, once you find the time 0 * to do it *t*-1.###speakera71.###uh-huh.###there's also a couple of large projects, baby afghans,###and i got one done *
5301:6	the topic	topic	is	topic	the topic is * to discuss the, uh, sources where i receive news *t*-1.	###all right,###thanks.###speakera103.###uh-huh,###bye bye.###speakerb104.###bye bye.###speakera1.###okay.###speakerb2.
5352:23	c n n	n	is	n	and they were saying that c n n is definitely a world, uh, news service	###that's the only thing 0 they broadcast *t*-1###and like you i listened to radio on my job at work.###speakerb18.###uh-huh.###speakera19.###and all this week they have been having this, uh, a discussion about 0 that is why, uh, why c n n was###well, i listen to a christian radio station.###speakerb20.###uh-huh.###speakera21.
